,Location_code,All_location,Type_of_meat,Usage,Year,Unit,Magnitude,Value,Country,Continent,Economic_Area,Water_liters_for_meat_prod_per_kilos,Water_Liter,Production_value,Consumption_value,Human_consumption_per_capita_value
227815,EGY,Egypt,Pigmeat,Production,2009,Tonnes,Hundreds,5.4,Egypt,Not a continent,Not an Economic Area,5.988,,5.4,,
227816,EGY,Egypt,Pigmeat,Production,2010,Tonnes,Hundreds,5.01,Egypt,Not a continent,Not an Economic Area,5.988,,5.01,,
227817,EGY,Egypt,Pigmeat,Production,2011,Tonnes,Hundreds,4.779999999999999,Egypt,Not a continent,Not an Economic Area,5.988,,4.779999999999999,,
227818,EGY,Egypt,Pigmeat,Production,2012,Tonnes,Hundreds,5.16,Egypt,Not a continent,Not an Economic Area,5.988,,5.16,,
227819,EGY,Egypt,Pigmeat,Production,2013,Tonnes,Hundreds,5.44,Egypt,Not a continent,Not an Economic Area,5.988,,5.44,,
227820,EGY,Egypt,Pigmeat,Production,2014,Tonnes,Hundreds,5.16,Egypt,Not a continent,Not an Economic Area,5.988,,5.16,,
227821,EGY,Egypt,Pigmeat,Production,2015,Tonnes,Hundreds,3.77,Egypt,Not a continent,Not an Economic Area,5.988,,3.77,,
227822,EGY,Egypt,Pigmeat,Production,2016,Tonnes,Hundreds,4.24,Egypt,Not a continent,Not an Economic Area,5.988,,4.24,,
227823,EGY,Egypt,Pigmeat,Production,2017,Tonnes,Hundreds,5.08,Egypt,Not a continent,Not an Economic Area,5.988,,5.08,,
227824,EGY,Egypt,Pigmeat,Production,2018,Tonnes,Hundreds,6.45,Egypt,Not a continent,Not an Economic Area,5.988,,6.45,,
227825,EGY,Egypt,Pigmeat,Production,2019,Tonnes,Hundreds,6.879999999999999,Egypt,Not a continent,Not an Economic Area,5.988,,6.879999999999999,,
227826,EGY,Egypt,Pigmeat,Production,2020,Tonnes,Hundreds,7.37,Egypt,Not a continent,Not an Economic Area,5.988,,7.37,,
227827,EGY,Egypt,Pigmeat,Production,2021,Tonnes,Hundreds,7.08,Egypt,Not a continent,Not an Economic Area,5.988,,7.08,,
227828,EGY,Egypt,Pigmeat,Production,2022,Tonnes,Hundreds,7.119999999999999,Egypt,Not a continent,Not an Economic Area,5.988,,7.119999999999999,,
227878,EGY,Egypt,Pigmeat,Consumption,1990,Tonnes,Hundreds,24.29,Egypt,Not a continent,Not an Economic Area,5.988,,,24.29,
227879,EGY,Egypt,Pigmeat,Consumption,1991,Tonnes,Hundreds,24.84,Egypt,Not a continent,Not an Economic Area,5.988,,,24.84,
227880,EGY,Egypt,Pigmeat,Consumption,1992,Tonnes,Hundreds,28.87,Egypt,Not a continent,Not an Economic Area,5.988,,,28.87,
227881,EGY,Egypt,Pigmeat,Consumption,1993,Tonnes,Hundreds,29.07,Egypt,Not a continent,Not an Economic Area,5.988,,,29.07,
227882,EGY,Egypt,Pigmeat,Consumption,1994,Tonnes,Hundreds,28.0,Egypt,Not a continent,Not an Economic Area,5.988,,,28.0,
227883,EGY,Egypt,Pigmeat,Consumption,1995,Tonnes,Hundreds,27.91,Egypt,Not a continent,Not an Economic Area,5.988,,,27.91,
227884,EGY,Egypt,Pigmeat,Consumption,1996,Tonnes,Hundreds,28.450000000000003,Egypt,Not a continent,Not an Economic Area,5.988,,,28.450000000000003,
227885,EGY,Egypt,Pigmeat,Consumption,1997,Tonnes,Hundreds,29.35,Egypt,Not a continent,Not an Economic Area,5.988,,,29.35,
227886,EGY,Egypt,Pigmeat,Consumption,1998,Tonnes,Hundreds,82.27000000000001,Egypt,Not a continent,Not an Economic Area,5.988,,,82.27000000000001,
227887,EGY,Egypt,Pigmeat,Consumption,1999,Tonnes,Hundreds,30.470000000000002,Egypt,Not a continent,Not an Economic Area,5.988,,,30.470000000000002,
227888,EGY,Egypt,Pigmeat,Consumption,2000,Tonnes,Hundreds,30.979999999999997,Egypt,Not a continent,Not an Economic Area,5.988,,,30.979999999999997,
227889,EGY,Egypt,Pigmeat,Consumption,2001,Tonnes,Hundreds,30.0,Egypt,Not a continent,Not an Economic Area,5.988,,,30.0,
227890,EGY,Egypt,Pigmeat,Consumption,2002,Tonnes,Hundreds,27.919999999999998,Egypt,Not a continent,Not an Economic Area,5.988,,,27.919999999999998,
227891,EGY,Egypt,Pigmeat,Consumption,2003,Tonnes,Hundreds,25.44,Egypt,Not a continent,Not an Economic Area,5.988,,,25.44,
227892,EGY,Egypt,Pigmeat,Consumption,2004,Tonnes,Hundreds,30.259999999999998,Egypt,Not a continent,Not an Economic Area,5.988,,,30.259999999999998,
227893,EGY,Egypt,Pigmeat,Consumption,2005,Tonnes,Hundreds,19.98,Egypt,Not a continent,Not an Economic Area,5.988,,,19.98,
227894,EGY,Egypt,Pigmeat,Consumption,2006,Tonnes,Hundreds,29.46,Egypt,Not a continent,Not an Economic Area,5.988,,,29.46,
227895,EGY,Egypt,Pigmeat,Consumption,2007,Tonnes,Hundreds,32.97,Egypt,Not a continent,Not an Economic Area,5.988,,,32.97,
227896,EGY,Egypt,Pigmeat,Consumption,2008,Tonnes,Hundreds,26.57,Egypt,Not a continent,Not an Economic Area,5.988,,,26.57,
227897,EGY,Egypt,Pigmeat,Consumption,2009,Tonnes,Hundreds,5.11,Egypt,Not a continent,Not an Economic Area,5.988,,,5.11,
227898,EGY,Egypt,Pigmeat,Consumption,2010,Tonnes,Hundreds,7.1899999999999995,Egypt,Not a continent,Not an Economic Area,5.988,,,7.1899999999999995,
227899,EGY,Egypt,Pigmeat,Consumption,2011,Tonnes,Hundreds,8.299999999999999,Egypt,Not a continent,Not an Economic Area,5.988,,,8.299999999999999,
227900,EGY,Egypt,Pigmeat,Consumption,2012,Tonnes,Hundreds,9.18,Egypt,Not a continent,Not an Economic Area,5.988,,,9.18,
227901,EGY,Egypt,Pigmeat,Consumption,2013,Tonnes,Hundreds,8.85,Egypt,Not a continent,Not an Economic Area,5.988,,,8.85,
227902,EGY,Egypt,Pigmeat,Consumption,2014,Tonnes,Hundreds,5.97,Egypt,Not a continent,Not an Economic Area,5.988,,,5.97,
227903,EGY,Egypt,Pigmeat,Consumption,2015,Tonnes,Hundreds,5.19,Egypt,Not a continent,Not an Economic Area,5.988,,,5.19,
227904,EGY,Egypt,Pigmeat,Consumption,2016,Tonnes,Hundreds,8.379999999999999,Egypt,Not a continent,Not an Economic Area,5.988,,,8.379999999999999,
227905,EGY,Egypt,Pigmeat,Consumption,2017,Tonnes,Hundreds,27.47,Egypt,Not a continent,Not an Economic Area,5.988,,,27.47,
227906,EGY,Egypt,Pigmeat,Consumption,2018,Tonnes,Hundreds,29.72,Egypt,Not a continent,Not an Economic Area,5.988,,,29.72,
227907,EGY,Egypt,Pigmeat,Consumption,2019,Tonnes,Hundreds,30.55,Egypt,Not a continent,Not an Economic Area,5.988,,,30.55,
227908,EGY,Egypt,Pigmeat,Consumption,2020,Tonnes,Hundreds,31.04,Egypt,Not a continent,Not an Economic Area,5.988,,,31.04,
227909,EGY,Egypt,Pigmeat,Consumption,2021,Tonnes,Hundreds,31.009999999999998,Egypt,Not a continent,Not an Economic Area,5.988,,,31.009999999999998,
227910,EGY,Egypt,Pigmeat,Consumption,2022,Tonnes,Hundreds,32.36,Egypt,Not a continent,Not an Economic Area,5.988,,,32.36,
228288,ETH,Ethiopia,Pigmeat,Production,1990,Tonnes,Hundreds,10.5,Ethiopia,Not a continent,Not an Economic Area,5.988,,10.5,,
228289,ETH,Ethiopia,Pigmeat,Production,1991,Tonnes,Hundreds,11.0,Ethiopia,Not a continent,Not an Economic Area,5.988,,11.0,,
228290,ETH,Ethiopia,Pigmeat,Production,1992,Tonnes,Hundreds,11.5,Ethiopia,Not a continent,Not an Economic Area,5.988,,11.5,,
228291,ETH,Ethiopia,Pigmeat,Production,1993,Tonnes,Hundreds,11.5,Ethiopia,Not a continent,Not an Economic Area,5.988,,11.5,,
228292,ETH,Ethiopia,Pigmeat,Production,1994,Tonnes,Hundreds,11.5,Ethiopia,Not a continent,Not an Economic Area,5.988,,11.5,,
228293,ETH,Ethiopia,Pigmeat,Production,1995,Tonnes,Hundreds,12.1,Ethiopia,Not a continent,Not an Economic Area,5.988,,12.1,,
228294,ETH,Ethiopia,Pigmeat,Production,1996,Tonnes,Hundreds,12.649999999999999,Ethiopia,Not a continent,Not an Economic Area,5.988,,12.649999999999999,,
228295,ETH,Ethiopia,Pigmeat,Production,1997,Tonnes,Hundreds,13.200000000000001,Ethiopia,Not a continent,Not an Economic Area,5.988,,13.200000000000001,,
228296,ETH,Ethiopia,Pigmeat,Production,1998,Tonnes,Hundreds,13.799999999999999,Ethiopia,Not a continent,Not an Economic Area,5.988,,13.799999999999999,,
228297,ETH,Ethiopia,Pigmeat,Production,1999,Tonnes,Hundreds,14.399999999999999,Ethiopia,Not a continent,Not an Economic Area,5.988,,14.399999999999999,,
228298,ETH,Ethiopia,Pigmeat,Production,2000,Tonnes,Hundreds,14.399999999999999,Ethiopia,Not a continent,Not an Economic Area,5.988,,14.399999999999999,,
228299,ETH,Ethiopia,Pigmeat,Production,2001,Tonnes,Hundreds,14.950000000000001,Ethiopia,Not a continent,Not an Economic Area,5.988,,14.950000000000001,,
228300,ETH,Ethiopia,Pigmeat,Production,2002,Tonnes,Hundreds,14.950000000000001,Ethiopia,Not a continent,Not an Economic Area,5.988,,14.950000000000001,,
228301,ETH,Ethiopia,Pigmeat,Production,2003,Tonnes,Hundreds,16.15,Ethiopia,Not a continent,Not an Economic Area,5.988,,16.15,,
228302,ETH,Ethiopia,Pigmeat,Production,2004,Tonnes,Hundreds,16.15,Ethiopia,Not a continent,Not an Economic Area,5.988,,16.15,,
228303,ETH,Ethiopia,Pigmeat,Production,2005,Tonnes,Hundreds,16.65,Ethiopia,Not a continent,Not an Economic Area,5.988,,16.65,,
228304,ETH,Ethiopia,Pigmeat,Production,2006,Tonnes,Hundreds,16.65,Ethiopia,Not a continent,Not an Economic Area,5.988,,16.65,,
228305,ETH,Ethiopia,Pigmeat,Production,2007,Tonnes,Hundreds,16.65,Ethiopia,Not a continent,Not an Economic Area,5.988,,16.65,,
228306,ETH,Ethiopia,Pigmeat,Production,2008,Tonnes,Hundreds,16.65,Ethiopia,Not a continent,Not an Economic Area,5.988,,16.65,,
228307,ETH,Ethiopia,Pigmeat,Production,2009,Tonnes,Hundreds,17.25,Ethiopia,Not a continent,Not an Economic Area,5.988,,17.25,,
228308,ETH,Ethiopia,Pigmeat,Production,2010,Tonnes,Hundreds,17.8,Ethiopia,Not a continent,Not an Economic Area,5.988,,17.8,,
228309,ETH,Ethiopia,Pigmeat,Production,2011,Tonnes,Hundreds,18.400000000000002,Ethiopia,Not a continent,Not an Economic Area,5.988,,18.400000000000002,,
228310,ETH,Ethiopia,Pigmeat,Production,2012,Tonnes,Hundreds,18.75,Ethiopia,Not a continent,Not an Economic Area,5.988,,18.75,,
228311,ETH,Ethiopia,Pigmeat,Production,2013,Tonnes,Hundreds,18.75,Ethiopia,Not a continent,Not an Economic Area,5.988,,18.75,,
228312,ETH,Ethiopia,Pigmeat,Production,2014,Tonnes,Hundreds,19.439999999999998,Ethiopia,Not a continent,Not an Economic Area,5.988,,19.439999999999998,,
228313,ETH,Ethiopia,Pigmeat,Production,2015,Tonnes,Hundreds,19.990000000000002,Ethiopia,Not a continent,Not an Economic Area,5.988,,19.990000000000002,,
228314,ETH,Ethiopia,Pigmeat,Production,2016,Tonnes,Hundreds,20.23,Ethiopia,Not a continent,Not an Economic Area,5.988,,20.23,,
228315,ETH,Ethiopia,Pigmeat,Production,2017,Tonnes,Hundreds,20.43,Ethiopia,Not a continent,Not an Economic Area,5.988,,20.43,,
228316,ETH,Ethiopia,Pigmeat,Production,2018,Tonnes,Hundreds,20.75,Ethiopia,Not a continent,Not an Economic Area,5.988,,20.75,,
228317,ETH,Ethiopia,Pigmeat,Production,2019,Tonnes,Hundreds,21.080000000000002,Ethiopia,Not a continent,Not an Economic Area,5.988,,21.080000000000002,,
228318,ETH,Ethiopia,Pigmeat,Production,2020,Tonnes,Hundreds,21.41,Ethiopia,Not a continent,Not an Economic Area,5.988,,21.41,,
228319,ETH,Ethiopia,Pigmeat,Production,2021,Tonnes,Hundreds,21.37,Ethiopia,Not a continent,Not an Economic Area,5.988,,21.37,,
228320,ETH,Ethiopia,Pigmeat,Production,2022,Tonnes,Hundreds,22.39,Ethiopia,Not a continent,Not an Economic Area,5.988,,22.39,,
228370,ETH,Ethiopia,Pigmeat,Consumption,1990,Tonnes,Hundreds,10.5,Ethiopia,Not a continent,Not an Economic Area,5.988,,,10.5,
228371,ETH,Ethiopia,Pigmeat,Consumption,1991,Tonnes,Hundreds,11.0,Ethiopia,Not a continent,Not an Economic Area,5.988,,,11.0,
228372,ETH,Ethiopia,Pigmeat,Consumption,1992,Tonnes,Hundreds,11.5,Ethiopia,Not a continent,Not an Economic Area,5.988,,,11.5,
228373,ETH,Ethiopia,Pigmeat,Consumption,1993,Tonnes,Hundreds,11.5,Ethiopia,Not a continent,Not an Economic Area,5.988,,,11.5,
228374,ETH,Ethiopia,Pigmeat,Consumption,1994,Tonnes,Hundreds,11.55,Ethiopia,Not a continent,Not an Economic Area,5.988,,,11.55,
228375,ETH,Ethiopia,Pigmeat,Consumption,1995,Tonnes,Hundreds,12.12,Ethiopia,Not a continent,Not an Economic Area,5.988,,,12.12,
228376,ETH,Ethiopia,Pigmeat,Consumption,1996,Tonnes,Hundreds,12.669999999999998,Ethiopia,Not a continent,Not an Economic Area,5.988,,,12.669999999999998,
228377,ETH,Ethiopia,Pigmeat,Consumption,1997,Tonnes,Hundreds,13.22,Ethiopia,Not a continent,Not an Economic Area,5.988,,,13.22,
228378,ETH,Ethiopia,Pigmeat,Consumption,1998,Tonnes,Hundreds,13.97,Ethiopia,Not a continent,Not an Economic Area,5.988,,,13.97,
228379,ETH,Ethiopia,Pigmeat,Consumption,1999,Tonnes,Hundreds,14.55,Ethiopia,Not a continent,Not an Economic Area,5.988,,,14.55,
228380,ETH,Ethiopia,Pigmeat,Consumption,2000,Tonnes,Hundreds,14.65,Ethiopia,Not a continent,Not an Economic Area,5.988,,,14.65,
228381,ETH,Ethiopia,Pigmeat,Consumption,2001,Tonnes,Hundreds,15.37,Ethiopia,Not a continent,Not an Economic Area,5.988,,,15.37,
228382,ETH,Ethiopia,Pigmeat,Consumption,2002,Tonnes,Hundreds,15.25,Ethiopia,Not a continent,Not an Economic Area,5.988,,,15.25,
228383,ETH,Ethiopia,Pigmeat,Consumption,2003,Tonnes,Hundreds,16.79,Ethiopia,Not a continent,Not an Economic Area,5.988,,,16.79,
228384,ETH,Ethiopia,Pigmeat,Consumption,2004,Tonnes,Hundreds,16.439999999999998,Ethiopia,Not a continent,Not an Economic Area,5.988,,,16.439999999999998,
228385,ETH,Ethiopia,Pigmeat,Consumption,2005,Tonnes,Hundreds,17.02,Ethiopia,Not a continent,Not an Economic Area,5.988,,,17.02,
228386,ETH,Ethiopia,Pigmeat,Consumption,2006,Tonnes,Hundreds,17.66,Ethiopia,Not a continent,Not an Economic Area,5.988,,,17.66,
228387,ETH,Ethiopia,Pigmeat,Consumption,2007,Tonnes,Hundreds,17.28,Ethiopia,Not a continent,Not an Economic Area,5.988,,,17.28,
228388,ETH,Ethiopia,Pigmeat,Consumption,2008,Tonnes,Hundreds,17.3,Ethiopia,Not a continent,Not an Economic Area,5.988,,,17.3,
228389,ETH,Ethiopia,Pigmeat,Consumption,2009,Tonnes,Hundreds,16.85,Ethiopia,Not a continent,Not an Economic Area,5.988,,,16.85,
228390,ETH,Ethiopia,Pigmeat,Consumption,2010,Tonnes,Hundreds,18.09,Ethiopia,Not a continent,Not an Economic Area,5.988,,,18.09,
228391,ETH,Ethiopia,Pigmeat,Consumption,2011,Tonnes,Hundreds,18.86,Ethiopia,Not a continent,Not an Economic Area,5.988,,,18.86,
228392,ETH,Ethiopia,Pigmeat,Consumption,2012,Tonnes,Hundreds,19.15,Ethiopia,Not a continent,Not an Economic Area,5.988,,,19.15,
228393,ETH,Ethiopia,Pigmeat,Consumption,2013,Tonnes,Hundreds,19.36,Ethiopia,Not a continent,Not an Economic Area,5.988,,,19.36,
228394,ETH,Ethiopia,Pigmeat,Consumption,2014,Tonnes,Hundreds,25.169999999999998,Ethiopia,Not a continent,Not an Economic Area,5.988,,,25.169999999999998,
228395,ETH,Ethiopia,Pigmeat,Consumption,2015,Tonnes,Hundreds,20.55,Ethiopia,Not a continent,Not an Economic Area,5.988,,,20.55,
228396,ETH,Ethiopia,Pigmeat,Consumption,2016,Tonnes,Hundreds,20.85,Ethiopia,Not a continent,Not an Economic Area,5.988,,,20.85,
228397,ETH,Ethiopia,Pigmeat,Consumption,2017,Tonnes,Hundreds,20.779999999999998,Ethiopia,Not a continent,Not an Economic Area,5.988,,,20.779999999999998,
228398,ETH,Ethiopia,Pigmeat,Consumption,2018,Tonnes,Hundreds,21.099999999999998,Ethiopia,Not a continent,Not an Economic Area,5.988,,,21.099999999999998,
228399,ETH,Ethiopia,Pigmeat,Consumption,2019,Tonnes,Hundreds,21.43,Ethiopia,Not a continent,Not an Economic Area,5.988,,,21.43,
228400,ETH,Ethiopia,Pigmeat,Consumption,2020,Tonnes,Hundreds,21.76,Ethiopia,Not a continent,Not an Economic Area,5.988,,,21.76,
228401,ETH,Ethiopia,Pigmeat,Consumption,2021,Tonnes,Hundreds,21.110000000000003,Ethiopia,Not a continent,Not an Economic Area,5.988,,,21.110000000000003,
228402,ETH,Ethiopia,Pigmeat,Consumption,2022,Tonnes,Hundreds,22.86,Ethiopia,Not a continent,Not an Economic Area,5.988,,,22.86,
228657,NGA,Nigeria,Pigmeat,Production,1990,Tonnes,Hundreds,1068.86,Nigeria,Not a continent,Not an Economic Area,5.988,,1068.86,,
228658,NGA,Nigeria,Pigmeat,Production,1991,Tonnes,Hundreds,1062.59,Nigeria,Not a continent,Not an Economic Area,5.988,,1062.59,,
228659,NGA,Nigeria,Pigmeat,Production,1992,Tonnes,Hundreds,1124.96,Nigeria,Not a continent,Not an Economic Area,5.988,,1124.96,,
228660,NGA,Nigeria,Pigmeat,Production,1993,Tonnes,Hundreds,1170.0,Nigeria,Not a continent,Not an Economic Area,5.988,,1170.0,,
228661,NGA,Nigeria,Pigmeat,Production,1994,Tonnes,Hundreds,1215.0,Nigeria,Not a continent,Not an Economic Area,5.988,,1215.0,,
228662,NGA,Nigeria,Pigmeat,Production,1995,Tonnes,Hundreds,1304.99,Nigeria,Not a continent,Not an Economic Area,5.988,,1304.99,,
228663,NGA,Nigeria,Pigmeat,Production,1996,Tonnes,Hundreds,1349.99,Nigeria,Not a continent,Not an Economic Area,5.988,,1349.99,,
228664,NGA,Nigeria,Pigmeat,Production,1997,Tonnes,Hundreds,1394.99,Nigeria,Not a continent,Not an Economic Area,5.988,,1394.99,,
228665,NGA,Nigeria,Pigmeat,Production,1998,Tonnes,Hundreds,1439.99,Nigeria,Not a continent,Not an Economic Area,5.988,,1439.99,,
228666,NGA,Nigeria,Pigmeat,Production,1999,Tonnes,Hundreds,1529.99,Nigeria,Not a continent,Not an Economic Area,5.988,,1529.99,,
228667,NGA,Nigeria,Pigmeat,Production,2000,Tonnes,Hundreds,1574.99,Nigeria,Not a continent,Not an Economic Area,5.988,,1574.99,,
228668,NGA,Nigeria,Pigmeat,Production,2001,Tonnes,Hundreds,1653.75,Nigeria,Not a continent,Not an Economic Area,5.988,,1653.75,,
228669,NGA,Nigeria,Pigmeat,Production,2002,Tonnes,Hundreds,1925.24,Nigeria,Not a continent,Not an Economic Area,5.988,,1925.24,,
228670,NGA,Nigeria,Pigmeat,Production,2003,Tonnes,Hundreds,1788.6000000000001,Nigeria,Not a continent,Not an Economic Area,5.988,,1788.6000000000001,,
228671,NGA,Nigeria,Pigmeat,Production,2004,Tonnes,Hundreds,1861.6399999999999,Nigeria,Not a continent,Not an Economic Area,5.988,,1861.6399999999999,,
228672,NGA,Nigeria,Pigmeat,Production,2005,Tonnes,Hundreds,1934.47,Nigeria,Not a continent,Not an Economic Area,5.988,,1934.47,,
228673,NGA,Nigeria,Pigmeat,Production,2006,Tonnes,Hundreds,2012.77,Nigeria,Not a continent,Not an Economic Area,5.988,,2012.77,,
228674,NGA,Nigeria,Pigmeat,Production,2007,Tonnes,Hundreds,2092.43,Nigeria,Not a continent,Not an Economic Area,5.988,,2092.43,,
228675,NGA,Nigeria,Pigmeat,Production,2008,Tonnes,Hundreds,2174.75,Nigeria,Not a continent,Not an Economic Area,5.988,,2174.75,,
228676,NGA,Nigeria,Pigmeat,Production,2009,Tonnes,Hundreds,2256.9,Nigeria,Not a continent,Not an Economic Area,5.988,,2256.9,,
228677,NGA,Nigeria,Pigmeat,Production,2010,Tonnes,Hundreds,2326.5,Nigeria,Not a continent,Not an Economic Area,5.988,,2326.5,,
228678,NGA,Nigeria,Pigmeat,Production,2011,Tonnes,Hundreds,2430.0,Nigeria,Not a continent,Not an Economic Area,5.988,,2430.0,,
228679,NGA,Nigeria,Pigmeat,Production,2012,Tonnes,Hundreds,2484.73,Nigeria,Not a continent,Not an Economic Area,5.988,,2484.73,,
228680,NGA,Nigeria,Pigmeat,Production,2013,Tonnes,Hundreds,2530.67,Nigeria,Not a continent,Not an Economic Area,5.988,,2530.67,,
228681,NGA,Nigeria,Pigmeat,Production,2014,Tonnes,Hundreds,2516.35,Nigeria,Not a continent,Not an Economic Area,5.988,,2516.35,,
228682,NGA,Nigeria,Pigmeat,Production,2015,Tonnes,Hundreds,2657.25,Nigeria,Not a continent,Not an Economic Area,5.988,,2657.25,,
228683,NGA,Nigeria,Pigmeat,Production,2016,Tonnes,Hundreds,2798.25,Nigeria,Not a continent,Not an Economic Area,5.988,,2798.25,,
228684,NGA,Nigeria,Pigmeat,Production,2017,Tonnes,Hundreds,2936.74,Nigeria,Not a continent,Not an Economic Area,5.988,,2936.74,,
228685,NGA,Nigeria,Pigmeat,Production,2018,Tonnes,Hundreds,2983.2,Nigeria,Not a continent,Not an Economic Area,5.988,,2983.2,,
228686,NGA,Nigeria,Pigmeat,Production,2019,Tonnes,Hundreds,3008.5199999999995,Nigeria,Not a continent,Not an Economic Area,5.988,,3008.5199999999995,,
228687,NGA,Nigeria,Pigmeat,Production,2020,Tonnes,Hundreds,2678.25,Nigeria,Not a continent,Not an Economic Area,5.988,,2678.25,,
228688,NGA,Nigeria,Pigmeat,Production,2021,Tonnes,Hundreds,2642.7,Nigeria,Not a continent,Not an Economic Area,5.988,,2642.7,,
228689,NGA,Nigeria,Pigmeat,Production,2022,Tonnes,Hundreds,2704.5699999999997,Nigeria,Not a continent,Not an Economic Area,5.988,,2704.5699999999997,,
228739,NGA,Nigeria,Pigmeat,Consumption,1990,Tonnes,Hundreds,1069.1599999999999,Nigeria,Not a continent,Not an Economic Area,5.988,,,1069.1599999999999,
228740,NGA,Nigeria,Pigmeat,Consumption,1991,Tonnes,Hundreds,1068.09,Nigeria,Not a continent,Not an Economic Area,5.988,,,1068.09,
228741,NGA,Nigeria,Pigmeat,Consumption,1992,Tonnes,Hundreds,1125.1000000000001,Nigeria,Not a continent,Not an Economic Area,5.988,,,1125.1000000000001,
228742,NGA,Nigeria,Pigmeat,Consumption,1993,Tonnes,Hundreds,1170.06,Nigeria,Not a continent,Not an Economic Area,5.988,,,1170.06,
228743,NGA,Nigeria,Pigmeat,Consumption,1994,Tonnes,Hundreds,1215.04,Nigeria,Not a continent,Not an Economic Area,5.988,,,1215.04,
228744,NGA,Nigeria,Pigmeat,Consumption,1995,Tonnes,Hundreds,1337.26,Nigeria,Not a continent,Not an Economic Area,5.988,,,1337.26,
228745,NGA,Nigeria,Pigmeat,Consumption,1996,Tonnes,Hundreds,1382.26,Nigeria,Not a continent,Not an Economic Area,5.988,,,1382.26,
228746,NGA,Nigeria,Pigmeat,Consumption,1997,Tonnes,Hundreds,1427.26,Nigeria,Not a continent,Not an Economic Area,5.988,,,1427.26,
228747,NGA,Nigeria,Pigmeat,Consumption,1998,Tonnes,Hundreds,1472.26,Nigeria,Not a continent,Not an Economic Area,5.988,,,1472.26,
228748,NGA,Nigeria,Pigmeat,Consumption,1999,Tonnes,Hundreds,1562.26,Nigeria,Not a continent,Not an Economic Area,5.988,,,1562.26,
228749,NGA,Nigeria,Pigmeat,Consumption,2000,Tonnes,Hundreds,1575.42,Nigeria,Not a continent,Not an Economic Area,5.988,,,1575.42,
228750,NGA,Nigeria,Pigmeat,Consumption,2001,Tonnes,Hundreds,1653.75,Nigeria,Not a continent,Not an Economic Area,5.988,,,1653.75,
228751,NGA,Nigeria,Pigmeat,Consumption,2002,Tonnes,Hundreds,1926.4599999999998,Nigeria,Not a continent,Not an Economic Area,5.988,,,1926.4599999999998,
228752,NGA,Nigeria,Pigmeat,Consumption,2003,Tonnes,Hundreds,1791.02,Nigeria,Not a continent,Not an Economic Area,5.988,,,1791.02,
228753,NGA,Nigeria,Pigmeat,Consumption,2004,Tonnes,Hundreds,1863.3500000000001,Nigeria,Not a continent,Not an Economic Area,5.988,,,1863.3500000000001,
228754,NGA,Nigeria,Pigmeat,Consumption,2005,Tonnes,Hundreds,1935.83,Nigeria,Not a continent,Not an Economic Area,5.988,,,1935.83,
228755,NGA,Nigeria,Pigmeat,Consumption,2006,Tonnes,Hundreds,2014.1200000000001,Nigeria,Not a continent,Not an Economic Area,5.988,,,2014.1200000000001,
228756,NGA,Nigeria,Pigmeat,Consumption,2007,Tonnes,Hundreds,2094.4700000000003,Nigeria,Not a continent,Not an Economic Area,5.988,,,2094.4700000000003,
228757,NGA,Nigeria,Pigmeat,Consumption,2008,Tonnes,Hundreds,2178.93,Nigeria,Not a continent,Not an Economic Area,5.988,,,2178.93,
228758,NGA,Nigeria,Pigmeat,Consumption,2009,Tonnes,Hundreds,2265.29,Nigeria,Not a continent,Not an Economic Area,5.988,,,2265.29,
228759,NGA,Nigeria,Pigmeat,Consumption,2010,Tonnes,Hundreds,2342.1,Nigeria,Not a continent,Not an Economic Area,5.988,,,2342.1,
228760,NGA,Nigeria,Pigmeat,Consumption,2011,Tonnes,Hundreds,2435.44,Nigeria,Not a continent,Not an Economic Area,5.988,,,2435.44,
228761,NGA,Nigeria,Pigmeat,Consumption,2012,Tonnes,Hundreds,2493.96,Nigeria,Not a continent,Not an Economic Area,5.988,,,2493.96,
228762,NGA,Nigeria,Pigmeat,Consumption,2013,Tonnes,Hundreds,2549.17,Nigeria,Not a continent,Not an Economic Area,5.988,,,2549.17,
228763,NGA,Nigeria,Pigmeat,Consumption,2014,Tonnes,Hundreds,2533.05,Nigeria,Not a continent,Not an Economic Area,5.988,,,2533.05,
228764,NGA,Nigeria,Pigmeat,Consumption,2015,Tonnes,Hundreds,2678.6099999999997,Nigeria,Not a continent,Not an Economic Area,5.988,,,2678.6099999999997,
228765,NGA,Nigeria,Pigmeat,Consumption,2016,Tonnes,Hundreds,2820.2300000000005,Nigeria,Not a continent,Not an Economic Area,5.988,,,2820.2300000000005,
228766,NGA,Nigeria,Pigmeat,Consumption,2017,Tonnes,Hundreds,2965.17,Nigeria,Not a continent,Not an Economic Area,5.988,,,2965.17,
228767,NGA,Nigeria,Pigmeat,Consumption,2018,Tonnes,Hundreds,3017.98,Nigeria,Not a continent,Not an Economic Area,5.988,,,3017.98,
228768,NGA,Nigeria,Pigmeat,Consumption,2019,Tonnes,Hundreds,3050.28,Nigeria,Not a continent,Not an Economic Area,5.988,,,3050.28,
228769,NGA,Nigeria,Pigmeat,Consumption,2020,Tonnes,Hundreds,2733.47,Nigeria,Not a continent,Not an Economic Area,5.988,,,2733.47,
228770,NGA,Nigeria,Pigmeat,Consumption,2021,Tonnes,Hundreds,2694.3,Nigeria,Not a continent,Not an Economic Area,5.988,,,2694.3,
